"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"3958"	"MIR4688"	1.04159363157895	5.51141825	5.37127888809198	6.83949328109742e-07	7.75176789670552e-05	5.76589680152292
"12144"	"RPL36"	-1.0405972631579	4.83152173809524	-2.86105774672279	0.00532605809779004	0.021678343161051	-2.51577837849951
"5002"	"CPT1A"	-1.03964436842105	3.19209192857143	-5.89408132073388	7.58201869990619e-08	1.88882990637749e-05	7.83893161205569
"11589"	"MIR4739"	1.03669857894737	3.275051	5.64037689340351	2.22713789250529e-07	3.70939360873437e-05	6.82262056882925
"13131"	"JUND"	-1.03528131578947	4.53460720238095	-3.62120782872366	0.000500375622859495	0.00426243742065655	-0.377970689889335
"10647"	"NFE2L1"	-1.03404336842105	4.46110286904762	-3.88833770764258	0.00020096952825197	0.00229802229892513	0.46040479380073
"19945"	"TMEM171"	-1.03403942105263	4.24833664285714	-7.05102117087254	4.61099371793463e-10	6.39983970936384e-07	12.6618920659987
"26667"	"RNU6ATAC"	-1.033972	5.55116886904762	-2.9639865050097	0.00394995787014627	0.0175836715071627	-2.24942706157564
"19220"	"ATP5ME"	-1.03395684210526	5.03584352380952	-5.04433443879482	2.58789523347179e-06	0.000171430414477278	4.51528594421985
"15305"	"CRYGD"	1.03364042105263	3.86362192857143	4.6741331795793	1.11243382258177e-05	0.000380683672520689	3.1493060554694
"6822"	"FNDC3A"	-1.03217105263158	3.26482229761905	-4.48296206307023	2.31009846452844e-05	0.000591673461736472	2.46713683282905
"658"	"MIR197"	1.03203142105263	4.13142497619048	4.05901774624391	0.000109971448674011	0.00156053447638822	1.01741429844518
"9584"	"MT1E"	-1.02810652631579	3.30527723809524	-3.29956040046831	0.00142164392522889	0.00874744679937649	-1.32952704112516
"25924"	"SLC44A1"	-1.02725168421053	3.76020983333333	-4.74550777529572	8.43411831363801e-06	0.000325170960962443	3.40819418294826
"27997"	"MIR4730"	-1.02589331578947	3.69151585714286	-6.81826308969249	1.31343124012193e-09	1.16007819260103e-06	11.6717596895979
"366"	"GUCA2B"	-1.02499778947369	2.7689463452381	-4.97877375890185	3.36365517445495e-06	0.000198635484185367	4.26930772330063
"8017"	"SPTSSA"	-1.02461505263158	3.3672363452381	-4.48071152097186	2.32983289923049e-05	0.00059515897908739	2.45920654220338
"12390"	"PDCD5"	-1.02248363157895	4.00927761904762	-2.79892450722207	0.00635755579523888	0.0246775441155717	-2.67283961828952
"23764"	"CFTR"	-1.02199110526316	3.98438967857143	-4.08566328514686	9.99567268154734e-05	0.00146551243284236	1.10580735915156
"16350"	"KRTAP10-12"	1.02013247368421	4.76638753571429	6.00098729958904	4.78986152135565e-08	1.38227815606884e-05	8.27246810489906
"3082"	"NHLRC2"	-1.01983505263158	3.373741	-4.7303150923439	8.94767351564274e-06	0.000336873098575459	3.35290191082693
"10518"	"DHRS11"	-1.01821684210526	4.59095452380952	-6.5427657339497	4.48193250031905e-09	2.80169202341141e-06	10.5110169031214
"28111"	"ARL8B"	-1.01748157894737	3.12789928571429	-4.13063792688707	8.50091423342294e-05	0.001304771707012	1.25586377961945
"2205"	"COPA"	-1.01744705263158	4.36103925	-4.18783806223238	6.90817864083475e-05	0.00114918133903289	1.44824868123695
"26324"	"MIR1299"	-1.01533105263158	4.38194217857143	-3.18238685301922	0.00204767449375113	0.0111850765497309	-1.65948043602441
"2365"	"LMOD1"	-1.01410484210526	3.93906561904762	-6.46053473031307	6.44745615291562e-09	3.54573593375531e-06	10.1672251795043
"15047"	"NIFK"	-1.0134597368421	3.38621822619048	-2.95927102107193	0.00400502970191544	0.0177597140912413	-2.26179565495616
"11760"	"PIK3C3"	-1.01279689473684	2.65326222619048	-5.26749004412238	1.04771515678011e-06	0.000100123782539901	5.36473010608015
"26191"	"NFIB"	-1.01206626315789	3.13578871428571	-4.91919238474564	4.26258053956774e-06	0.000229227739828009	4.04723716977359
"1735"	"CZIB"	-1.01147663157895	3.7856821547619	-5.67209127411207	1.94842925833978e-07	3.40065075406166e-05	6.94864905176912
"8757"	"PDE8A"	-1.01138621052632	2.80569391666667	-6.21506614080806	1.89317652127184e-08	7.4568129818257e-06	9.14919420123321
"12922"	"EEF2"	-1.01043815789474	4.59525554761905	-3.36449390244034	0.00115716428821568	0.0076083617208713	-1.14275963818912
"16743"	"H1-0"	-1.00542305263158	4.38552180952381	-3.54316611617465	0.000648265986389784	0.00507383643175362	-0.614837522538171
"9219"	"IDH2"	-1.0043672631579	4.50891101190476	-4.59236278135587	1.52358434074566e-05	0.000462582424788685	2.85548008463705
"13708"	"RHOB"	-1.00323252631579	6.41520992857143	-3.51699168748466	0.000706525709934213	0.00540927367151366	-0.693436733224983
"17514"	"PCNP"	-1.00273242105263	3.79774579761905	-4.64478370276701	1.24578767219689e-05	0.000410595828933412	3.04350019618505
"8411"	"SNORD115-2"	0.999457421052631	1.96657719047619	4.59043396582924	1.53487612987248e-05	0.000464077121964659	2.8485856102366
"8942"	"ZNF106"	-0.999433000000001	2.74594564285714	-5.04348624152266	2.59671517582184e-06	0.000171624619568433	4.51209289808575
"4532"	"CDHR5"	-0.999244578947367	4.10766322619048	-6.13675792073621	2.66198524942094e-08	9.50682826290304e-06	8.82722316721741
"2493"	"ACBD3"	-0.999013526315791	4.21792083333333	-4.87896112867713	4.99790427901645e-06	0.000248590300376267	3.89809828015838
"4029"	"OR1S1"	0.998972842105263	2.47303295238095	3.29665647793118	0.00143470522415206	0.00879994805731485	-1.33781486535537
"9404"	"MIR365A"	0.997046157894736	4.40434647619048	5.75896847987678	1.34890426810104e-07	2.6386921276739e-05	7.29540416524695
"10997"	"ZBTB4"	-0.994079368421052	4.85070151190476	-3.90996661120714	0.000186343879467738	0.00218748059569041	0.530094457317547
"20012"	"CAST"	-0.993379684210526	4.42778052380952	-4.70166498083481	1.00001218670875e-05	0.00036145452678233	3.24890513254447
"19763"	"UGT2A3"	-0.993169842105263	3.20238045238095	-5.82736566260265	1.00831718676014e-07	2.18395304710218e-05	7.56991936515664
"27933"	"MIR3671"	-0.99301605263158	2.20495529761905	-4.28447058421814	4.8480394496392e-05	0.000930255469642092	1.77709386601442
"22065"	"BMP5"	-0.992525578947368	2.6294785	-6.01221844292223	4.56346076372765e-08	1.37358794247266e-05	8.31818499150771
"25648"	"ZNF250"	-0.990596157894736	2.39624126190476	-4.6594593447929	1.17727390681459e-05	0.000394867693462885	3.09635857151748
"8958"	"PPIP5K1"	-0.988210578947369	2.44442307142857	-4.27865483182368	4.95310701932982e-05	0.000942351242117534	1.75716839533241
"4564"	"SNORA54"	-0.986611263157895	3.2308041547619	-3.28568743458324	0.00148506466180166	0.0090227239034924	-1.36907033752889
"29092"	"MIR564"	-0.985158578947368	4.08363452380952	-3.90474547705304	0.000189778257209885	0.00221170206433288	0.513247486849198
"20981"	"MIR1229"	0.98466452631579	6.00367883333333	5.17388269240266	1.53431256711227e-06	0.000125973544770764	5.00617746315456
"29096"	"MIR1229"	0.98466452631579	6.00367883333333	5.17388269240266	1.53431256711227e-06	0.000125973544770764	5.00617746315456
"17416"	"FLNB"	-0.984335210526315	4.65038802380952	-4.66185674232511	1.16643506477863e-05	0.000392134750093456	3.10500256086551
"12417"	"FXYD3"	-0.983033000000001	4.72288957142857	-3.82379763038431	0.000251421957296978	0.00266868018548252	0.254032729986948
"21334"	"HSP90AB1"	-0.981724263157894	8.0978305	-2.74698631275101	0.00735689790203171	0.0272190280719114	-2.80194695805874
"16687"	"MTMR3"	-0.976870789473684	3.19306705952381	-5.00170656885609	3.06946349126395e-06	0.000189948306539003	4.35515848984407
"10991"	"GABARAP"	-0.976514315789474	4.48968383333333	-4.26220943423042	5.26223479289909e-05	0.000973846258446712	1.700916762008
"18905"	"SHROOM3"	-0.975937263157895	4.23174053571429	-5.83534128707778	9.74593151122184e-08	2.15855599538463e-05	7.60201487049859
"16697"	"TUG1"	-0.975228684210527	4.9525299047619	-3.63198887409684	0.000482660444354489	0.00416092989399594	-0.344955588430429
"11687"	"VAPA"	-0.97497342105263	3.70550038095238	-4.936537763485	3.97913945717933e-06	0.000220494254293548	4.11173976032965
"3494"	"ACTA2"	-0.972705736842105	4.24999285714286	-4.65573902565723	1.19428775878577e-05	0.000397827489203757	3.08294974706373
"46"	"TPRG1L"	-0.971799526315789	3.29880686904762	-4.40738144360575	3.0700827680151e-05	0.000702514394569773	2.20212924775479
"19764"	"MAFIP"	0.968026842105263	3.32834744047619	5.70228165791957	1.71511626001128e-07	3.16395529307271e-05	7.06889899897504
"26969"	"MSN"	-0.967339368421053	3.52568276190476	-3.84909087837724	0.000230355137699094	0.0025260200144904	0.334626265474099
"2877"	"KAT6B"	-0.966821578947367	3.4789880952381	-7.14040187276817	3.07827693536639e-10	4.98458543528468e-07	13.0441111840089
"17222"	"KAT2B"	-0.966568315789475	3.9448080952381	-5.33801682619314	7.84429847782124e-07	8.37500980707164e-05	5.63692688507363
"15538"	"SNRPB2"	-0.965300421052632	3.54287994047619	-3.11152605652103	0.00254265710241124	0.012932661931308	-1.85451602199882
"25893"	"NCBP1"	-0.965168105263157	3.21319763095238	-4.03202567296394	0.00012109520726071	0.00166458126812899	0.928261545190207
"20409"	"MED10"	-0.964474105263157	3.90181738095238	-4.84791302874123	5.64854950986216e-06	0.000266836746456973	3.78345553660817
"17307"	"MIR138-1"	0.963690263157894	2.6963395952381	7.57821924039727	4.19344077333858e-11	1.01855181850416e-07	14.9295127480467
"23110"	"BRD2"	-0.963599	3.65282796428571	-4.08876278996874	9.88503426335463e-05	0.00145316275361777	1.11611424625522
"23731"	"KMT2E"	-0.963546052631578	3.18947445238095	-4.89585998237524	4.67509255504394e-06	0.000238225389338926	3.96066263402812
"14832"	"SNORA36C"	0.963289999999999	3.39895358333333	3.89626995394308	0.000195482580961012	0.00224940023184786	0.485932324524626
"14917"	"IGKC"	-0.96144447368421	2.22393295238095	-3.80189445695076	0.000271139606983187	0.00281278943560181	0.184538988239813
"12403"	"LSM14A"	-0.961061631578948	3.89873044047619	-3.91399022887075	0.000183737859010071	0.00216905928577016	0.543087877990395
"25867"	"FAM120A"	-0.959854263157895	3.00166786904762	-4.67488035385009	1.10922678851045e-05	0.000380683672520689	3.15200462785089
"16783"	"ACO2"	-0.959354157894735	3.91283120238095	-4.92734946315542	4.12691511038455e-06	0.000225627689797321	4.0775559408619
"3917"	"CD44"	-0.959056999999999	3.08669182142857	-4.31930796163896	4.26227613229748e-05	0.000863325659680853	1.89680581281144
"8336"	"IGH"	-0.957884894736842	4.24017311904762	-5.80410783595547	1.11336112648602e-07	2.31793833954914e-05	7.47642584517584
"3461"	"KCNMA1"	-0.956819736842105	2.80511797619048	-6.3419116892362	1.08681300404541e-08	5.02814898871614e-06	9.67366251629082
"22169"	"SEC63"	-0.956518947368422	3.50734401190476	-3.93071002817242	0.000173277545347925	0.00208958238074305	0.597178235084156
"2648"	"ATP5F1C"	-0.953952315789472	3.73684819047619	-4.64166511711896	1.26083797128886e-05	0.000413783094937174	3.03228011611512
"4801"	"FNBP4"	-0.953344473684211	3.71981496428571	-4.80244742285022	6.75248130021393e-06	0.000294563098594901	3.6163008221598
"18147"	"MIRLET7G"	0.952313473684211	3.90492127380952	5.37542465825371	6.72346165943085e-07	7.68504850931101e-05	5.78199792106549
"8646"	"PIAS1"	-0.951358947368421	2.95046213095238	-4.9598088075716	3.62758069820484e-06	0.000210204959464367	4.19846804492723
"19677"	"MIR4454"	-0.950555157894736	4.35791717857143	-2.70114755909036	0.00835590992228481	0.0298248477228552	-2.91422333428292
"28038"	"MIR4454"	-0.950555157894736	4.35791717857143	-2.70114755909036	0.00835590992228481	0.0298248477228552	-2.91422333428292
"29114"	"MIR4454"	-0.950555157894736	4.35791717857143	-2.70114755909036	0.00835590992228481	0.0298248477228552	-2.91422333428292
"16623"	"IGLC1"	0.950488947368421	4.12463378571429	4.95389065136614	3.71400109453226e-06	0.000213094468311677	4.17639127900016
"12616"	"SELENOW"	-0.950351789473683	5.17637892857143	-4.03714972916955	0.000118903696951451	0.00164610934346615	0.945155590139556
"10993"	"CLDN7"	-0.949417105263158	4.84551147619048	-5.4227175453431	5.52904914566715e-07	6.71479981036502e-05	5.96608013942186
"23249"	"BRD2"	-0.949379999999998	3.64575354761905	-4.29756768284415	4.61924242912979e-05	0.000906899878398113	1.8220283201285
"13446"	"LHB"	0.948940315789475	5.23378044047619	2.82296869799566	0.00593841714930118	0.0235236537986792	-2.61239605090305
"7405"	"TRAV20"	-0.948700421052632	4.90203001190476	-5.58347555614711	2.82875887766556e-07	4.27201217654498e-05	6.59726517852814
"9903"	"USP7"	-0.948086526315788	4.11725608333333	-3.77861750827722	0.000293707343120519	0.00295603864983901	0.110991490380406
"24927"	"CA2"	-0.945193263157894	3.80316041666667	-6.39594393212697	8.57079548407414e-09	4.3285092311889e-06	9.89811988483413
"20548"	"RNU6ATAC"	-0.945152210526314	4.695133	-2.92787287815566	0.0043901970159097	0.018923554040627	-2.34374713893846
"21347"	"MEP1A"	-0.943049947368421	3.16750604761905	-3.51106566396812	0.00072038676966654	0.0054874140977097	-0.711172604025787
"11718"	"RIOK3"	-0.942863052631579	3.49806148809524	-4.90765144470506	4.46198000736834e-06	0.000234753305550117	4.00438703768812
"16768"	"ATF4"	-0.941051578947367	4.34111208333333	-4.63120861372245	1.31260061521227e-05	0.000424336531813291	2.99469133584038
"24005"	"MIR4655"	0.941013578947368	5.17268991666667	4.58917483725643	1.54229115685766e-05	0.00046502707768599	2.84408581776528
"28064"	"MIR4655"	0.941013578947368	5.17268991666667	4.58917483725643	1.54229115685766e-05	0.00046502707768599	2.84408581776528
"908"	"LINC01133"	-0.940623473684212	3.39369523809524	-4.24505130423897	5.60456574893077e-05	0.00101149398070641	1.64237316698545
"27887"	"LOC728488"	-0.939641368421053	2.40175135714286	-4.68214739974153	1.07849998030855e-05	0.00037511979625362	3.17826389891471
"23912"	"OR2A5"	0.939352789473684	2.24011085714286	3.42649359709245	0.000948432556657217	0.00661655426732597	-0.9618733266035
"9539"	"PHKB"	-0.938943526315789	2.9822740952381	-4.17394616492528	7.26625848134453e-05	0.00117675110685693	1.40136820090101
"25879"	"MIR2278"	0.938008	2.29521882142857	5.19913785477241	1.38467464907216e-06	0.000119405656794397	5.10260286341582
"10721"	"MIR21"	-0.937744210526315	2.83185010714286	-4.01032270926934	0.000130814616014035	0.00174099465840722	0.856865042161662
"1361"	"GNB1"	-0.937726157894737	4.51466714285714	-4.98922587974499	3.22630782661139e-06	0.000194291723599674	4.30841035852578
"12852"	"RPS5"	-0.937075736842106	4.90415247619048	-3.34594357597081	0.00122757277403123	0.00792840820367792	-1.19639714109014
"11780"	"SMAD4"	-0.937011947368422	3.82802407142857	-4.63749310659883	1.28124845605136e-05	0.000418660860409517	3.01727680867706
"10615"	"GRN"	-0.935425105263159	4.4424249047619	-3.80394433737927	0.000269233460108619	0.00280162358507173	0.19103101623303
"21720"	"SERPINB1"	-0.934796473684211	3.40442798809524	-3.41863537978471	0.000972772242422963	0.00673317324861128	-0.984936870472787
"10152"	"PDXDC2P-NPIPB14P"	-0.934397368421053	3.01447520238095	-4.15964733918382	7.65345988051631e-05	0.00121633257981139	1.35321933122489
"28891"	"LOC101928451"	-0.934030421052633	6.08752819047619	-3.42772490508998	0.000944671190317073	0.00659821020469008	-0.958255905449435
"211"	"CLIC4"	-0.933288684210526	2.69224347619048	-4.37046812856471	3.52421587935673e-05	0.000763152453459217	2.07369969714295
"17765"	"ARL14"	-0.932166473684212	2.2814839047619	-4.82963832437334	6.06934553221546e-06	0.00027946795296601	3.71616444574379
"25717"	"ACO1"	-0.930112947368421	4.0648281547619	-4.95185187351822	3.74423514722555e-06	0.000213986709482712	4.16878917123085
"22555"	"BRD2"	-0.929877736842105	3.65982636904762	-4.25810853702981	5.34217170846932e-05	0.000980109286626012	1.68691090442358
"17954"	"RAF1"	-0.928228684210526	3.63517601190476	-3.76856287257031	0.000303999787677942	0.0030272230309016	0.0793198154343582
"13928"	"ACTG2"	-0.926959526315789	2.75269655952381	-5.55412777172635	3.1988318718084e-07	4.6405282478982e-05	6.48142404469103
"1471"	"MIR1290"	-0.925813210526315	3.77838701190476	-3.77890806308862	0.000293414912404569	0.00295603864983901	0.111907603489665
"5919"	"MLEC"	-0.92538610526316	3.95409164285714	-3.27017714383816	0.00155910802770433	0.00931024824492893	-1.41312971477738
"9727"	"CMIP"	-0.924022736842105	3.46328705952381	-4.77774144617911	7.43769811774903e-06	0.000310783887074074	3.5258341040756
"14273"	"HOXD10"	-0.923550105263157	3.89277160714286	-3.84135378163072	0.000236613486468568	0.00256274961937618	0.309934062437965
"7101"	"MIR320D1"	-0.923190526315788	3.08318138095238	-3.82168821481969	0.000253259643706323	0.00268037720955272	0.247327980753876
"15748"	"PTPN1"	-0.920110894736842	3.2203738452381	-4.74116882070453	8.57778752348463e-06	0.000327247085009171	3.39239281705902
"186"	"CDC42"	-0.919660789473684	5.02041360714286	-4.10830630518937	9.2140486257141e-05	0.0013745611967778	1.18122087328099
"6164"	"KRAS"	-0.919381210526315	5.30942835714286	-5.36955861777665	6.8882145169202e-07	7.75176789670552e-05	5.75921741578187
"7032"	"PARP4"	-0.918544368421052	2.9150654047619	-3.81133440846575	0.000262467140485245	0.00274986691003718	0.214455778470598
"10563"	"KRTAP4-9"	0.918326631578946	2.87837142857143	5.90998781027237	7.08253805725939e-08	1.85977240319765e-05	7.90324741139298
"10228"	"FENDRR"	-0.918235947368421	2.74053391666667	-6.95212577955333	7.20094393755595e-10	7.49592546242655e-07	12.2402369600114
"16515"	"U2AF1"	-0.91714805263158	3.32355742857143	-3.89928552958192	0.000193434452084647	0.00224028911696253	0.495646365931417
"27459"	"IL2RG"	-0.916954052631579	4.27394117857143	-3.44844226371278	0.000883455800021188	0.00629462972823473	-0.897245816180613
"27057"	"TCEAL9"	-0.916520842105264	3.1401730952381	-4.03219367048335	0.000121022745757888	0.00166458126812899	0.928815208156346
"13344"	"ETHE1"	-0.915803684210527	4.11236298809524	-3.97627038615472	0.000147588059803215	0.00188542248223851	0.745361998413504
"15266"	"SATB2"	-0.915760684210527	3.30822694047619	-4.32560905597526	4.16389429268911e-05	0.000851684399642171	1.91852294478301
"2035"	"SF3B4"	-0.915594368421052	4.42385121428571	-3.86966046762897	0.000214476602741759	0.00240324291180775	0.400438531374319
"11749"	"GALNT1"	-0.914441315789474	3.12505723809524	-3.73527433171834	0.000340584383413457	0.00327281554280594	-0.0251146328219605
"8968"	"PPIP5K1"	-0.914379631578946	4.59665410714286	-3.35136424012621	0.00120659260772598	0.00783872194944094	-1.18074669666359
"19854"	"NIPBL"	-0.913034947368422	3.05296979761905	-4.24985476662103	5.50662367785313e-05	0.00100063316919193	1.65874752916462
"11159"	"MYO1D"	-0.912005526315789	3.96240996428571	-4.01828956181473	0.000127162883900873	0.00170960174218577	0.883043884533876
"21416"	"MYO6"	-0.911289315789473	2.81368263095238	-3.54950313071279	0.000634860859992723	0.00500468893117789	-0.595743986570438
"20336"	"CDHR2"	-0.910715842105264	3.14614220238095	-3.81607734346576	0.000258210348896806	0.00271698810082859	0.229506394138494
"26737"	"ANKRD20A9P"	-0.910595210526315	2.55891922619048	-5.80785519169854	1.09573591508147e-07	2.30317040106454e-05	7.49147957004824
"9944"	"SMG1"	-0.908864157894737	4.19396725	-4.54089014447602	1.85439393089996e-05	0.000516237057344234	2.67207612231673
"21370"	"RN7SK"	-0.907225578947369	3.26138679761905	-3.20187782856887	0.00192822343640834	0.0107707797050582	-1.60523415326531
"2246"	"GPA33"	-0.906984105263159	4.59059783333333	-5.76873841829728	1.29408541684265e-07	2.58347312635018e-05	7.33453551288124
"17443"	"ARL6IP5"	-0.906883526315789	3.52935875	-4.7485743758462	8.33399314285954e-06	0.000323449930938651	3.41936685282604
"22067"	"DST"	-0.905665842105262	3.15061146428571	-6.03991166526435	4.04933951939242e-08	1.29699009859045e-05	8.43104724573232
"28010"	"SNORA41"	-0.905262842105263	3.62655601190476	-3.28521203060386	0.00148728431013634	0.00902934300927802	-1.37042316572553
"13849"	"SPTBN1"	-0.904151578947368	4.10132236904762	-4.0523916836132	0.000112607574374565	0.00158863694016221	0.995492459734708
"14923"	"IGKV3D-15"	-0.903770842105263	4.55519430952381	-2.92289610935981	0.00445429642202641	0.0191066045346289	-2.35667202025194
"1763"	"JUN"	-0.903489894736842	3.70722086904762	-3.96913784764076	0.000151353551728759	0.00191403873469323	0.722087610119047
"24247"	"BAZ1B"	-0.903410736842106	3.63547244047619	-4.1825482262121	7.04248026183198e-05	0.00115968360041255	1.43038545489871
"11637"	"SECTM1"	-0.903355631578945	3.75886720238095	-3.80771730895765	0.00026575841340587	0.00277537100520992	0.202986485935261
"7913"	"LOC101929572"	-0.903111789473683	2.40156816666667	-6.48376467456004	5.81881346150595e-09	3.35714466462043e-06	10.2642120416069
"27867"	"ZEB2"	-0.903030315789474	2.74715647619048	-3.85155243390816	0.000228397420888246	0.00250832691282204	0.342489270455653
"9651"	"CTCF"	-0.902542842105264	3.29170141666667	-4.59339127347878	1.51759627139848e-05	0.000461726289378408	2.85915707996562
"26707"	"EDF1"	-0.899777736842105	4.62242857142857	-4.60897768788299	1.42959697527305e-05	0.00044517588716115	2.91493929316501
"3916"	"CD44"	-0.899283842105263	3.30097427380952	-3.36241199398985	0.00116487273367062	0.00764180633992745	-1.14879054810286
"16369"	"DIP2A-IT1"	-0.899091421052631	2.66696208333333	-3.78103655522517	0.000291281127358921	0.00294483906317394	0.1186201956363
"5112"	"TAF1D"	-0.898813263157893	2.98593938095238	-3.58615515409695	0.000562334412542759	0.00460921291405619	-0.484823400408533
"11979"	"ACAA2"	-0.896884315789475	2.71783138095238	-3.9483510877608	0.000162859787821626	0.00200968426572267	0.654418416067203
"10342"	"CD68"	-0.896050052631578	4.10632086904762	-2.81424929767838	0.00608739368798192	0.0239242863571539	-2.63436447534985
"22344"	"EZR"	-0.895843736842105	4.20931507142857	-4.03156504485746	0.000121294101229921	0.00166458126812899	0.926743549452053
"4042"	"STX3"	-0.895489473684211	3.03350964285714	-3.64859282357394	0.000456537170332627	0.003999605922358	-0.293970895037917
"3913"	"EHF"	-0.894041526315791	3.87875085714286	-3.2853927778882	0.00148644003962459	0.00902609746561206	-1.36990884180509
"24209"	"CHCHD2"	-0.893346368421051	4.52685392857143	-3.83692381889794	0.000240269533731901	0.00258704695222893	0.295811710961343
"13030"	"KANK2"	-0.892867894736843	3.67871166666667	-6.05663936775735	3.76693812172875e-08	1.24766983447759e-05	8.4993127892948
"5657"	"MYL6"	-0.892301789473685	5.06750821428571	-5.17397826387067	1.533717521837e-06	0.000125973544770764	5.00654191989875
"14558"	"LINC01881"	-0.891479684210524	4.34405219047619	-4.74667111989808	8.39599787614014e-06	0.000324573414482769	3.41243216668462
"27114"	"IL13RA1"	-0.891303947368423	3.29331783333333	-4.10148149248885	9.44323079226548e-05	0.00139929765074815	1.15846182133548
"17686"	"ZBTB38"	-0.889209210526314	3.34560986904762	-4.0686055010506	0.000106261698395259	0.00152346764541398	1.04917652694437
"17730"	"MBNL1"	-0.887954368421051	3.77616529761905	-4.59805206558095	1.49074530656334e-05	0.0004568954095731	2.8758260481137
"18999"	"SEC24B"	-0.887815210526316	3.14383142857143	-4.71401769656175	9.53236695570521e-06	0.000349924306873979	3.29370031024246
"14958"	"TMEM131"	-0.886627105263159	3.95757797619048	-4.80212575367336	6.76099471506463e-06	0.000294563098594901	3.6151212945377
"487"	"PATJ"	-0.886622368421053	3.24916955952381	-4.13253148582715	8.44294939814888e-05	0.00129974827467248	1.26220507006408
"3070"	"SHOC2"	-0.886009736842106	3.40031686904762	-4.68950533957594	1.04823209656965e-05	0.000370723614352428	3.20487531627348
"10349"	"RPL29P2"	-0.884803684210524	5.14776078571429	-3.46489199665228	0.000837536614215469	0.006084665925857	-0.8486087437003
"10819"	"UBALD2"	-0.883353263157893	4.4615850952381	-2.71544182902437	0.00803185857544954	0.0290272265218385	-2.87938012624674
"9742"	"USP10"	-0.88270852631579	3.93952985714286	-3.50278853862999	0.000740178006364555	0.00560799801182939	-0.735908208673612
"6672"	"LINC02441"	-0.881961052631577	3.39975117857143	-4.9293893333196	4.09365251722655e-06	0.000225065035210142	4.08514206349023
"28892"	"LOC101928451"	-0.881257947368422	5.16883394047619	-3.96851380662021	0.00015168734649444	0.00191644173743973	0.720052621667431
"3195"	"KLF6"	-0.881224421052633	3.37075863095238	-4.21548411440695	6.24545614473923e-05	0.00108161800505475	1.54184183060053
"27636"	"ETDA"	0.880352210526315	2.67122385714286	5.09691611240845	2.09468524170346e-06	0.000150885210811427	4.71376860640541
"14754"	"CALM2"	-0.877563631578948	3.85278496428571	-4.01070852821284	0.000130635476039395	0.0017394391138055	0.858132033432403
"15630"	"ITCH"	-0.876921894736843	3.42956332142857	-3.69322951288502	0.000392804274674605	0.00361055382968802	-0.156083791479119
"13341"	"CD177"	-0.876445000000001	3.32077719047619	-4.82117868401941	6.27432979159009e-06	0.000284954571149625	3.68506158568409
"3575"	"LDB1"	-0.875633684210525	3.55689247619048	-3.94394692551605	0.000165402973648128	0.00202989493596715	0.640111922313631
"1881"	"CNN3"	-0.875292684210525	4.40784635714286	-4.56533918828896	1.68939567920085e-05	0.000489958366782757	2.7590399133109
"15494"	"OXT"	0.874268736842104	3.79493010714286	4.7101405851427	9.67684101608972e-06	0.000354644770398454	3.2796334047609
"16382"	"NRIP1"	-0.874018105263158	3.6986706547619	-4.26353897305178	5.23656722871498e-05	0.000972167038314367	1.70545938444955
"15775"	"PCK1"	-0.872248631578948	3.49527491666667	-5.0230777935122	2.81800733177457e-06	0.000180917312112849	4.43534905337987
"11682"	"ANKRD12"	-0.87135157894737	2.53876402380952	-4.93168069198992	4.05660086427912e-06	0.000223511806032407	4.09366545252653
"7259"	"GPR183"	-0.870631315789474	3.20918766666667	-4.4185042276155	2.94471682990902e-05	0.000688289185576249	2.24095733408811
"555"	"RPF1"	-0.869552263157895	3.66444033333333	-5.64322660325671	2.2005697966702e-07	3.7075149054073e-05	6.833932586779
"24585"	"KMT2C"	-0.868844631578948	3.9426080952381	-5.17616066342068	1.52019078665687e-06	0.000125877843348545	5.01486529698736
"10681"	"ABCC3"	-0.868637894736842	3.63223354761905	-4.41046247721843	3.03484846865094e-05	0.000697608267474519	2.212878727979
"14891"	"TGOLN2"	-0.868448105263158	3.19439327380952	-4.20556019013297	6.4759762169261e-05	0.00111032516938085	1.50819996190446
"5855"	"MIR4497"	0.868298000000001	3.28465491666667	4.23052748593141	5.91102743674544e-05	0.00104341360809086	1.59293491169569
"15892"	"TMEM230"	-0.867474052631578	3.32669554761905	-3.7885641392815	0.000283852891061873	0.00289585586831656	0.1423810024034
"18879"	"SLC4A4"	-0.867197105263158	3.124283	-5.67563284354006	1.91952069877772e-07	3.37037769923338e-05	6.96274137181108
"25847"	"SECISBP2"	-0.866122368421052	3.07725341666667	-4.36446759660783	3.60392481141983e-05	0.00077351691073972	2.05288528968782
"19882"	"NDUFS4"	-0.865954052631578	2.88335820238095	-4.18285716981664	7.03456797104638e-05	0.00115968360041255	1.43142832634085
"19959"	"IQGAP2"	-0.865622894736843	2.8344939047619	-6.2102028444501	1.93375487305758e-08	7.46535195984078e-06	9.12915714131603
"10480"	"SUZ12"	-0.864815894736841	3.83280157142857	-4.16524182839173	7.49965738961642e-05	0.00120323661758106	1.37204512782729
"26823"	"SAT1"	-0.864479473684213	3.58252622619048	-2.69394078076383	0.008523761835607	0.0302240980805885	-2.93173209734403
"474"	"MIR4422"	0.863987210526315	3.69746258333333	5.72175929548368	1.57941654204452e-07	2.97921892621359e-05	7.14662142868174
